source,target,length,freeFlowTime,capacity
4196,4225,0.08,0.26002,5655.0
4197,4198,0.06,0.18997,5655.0
4197,4199,0.02,0.07001,7590.0
4198,5,0.12,0.0,999999.0
4198,4142,0.02,0.06,5655.0
4199,5,0.12,0.0,999999.0
4199,4200,0.06,0.2,7590.0
4200,4201,0.06,0.2,7590.0
4200,4222,0.08,0.26002,5655.0
4201,4202,0.04,0.13001,5655.0
4202,4137,0.04,0.13001,5655.0
4202,4138,0.03,0.1,2828.0
4203,4201,0.05,0.16,5655.0
4203,4204,0.08,0.26002,2828.0
4204,4220,0.05,0.16,5655.0
4205,18,0.12,0.0,999999.0
4205,4130,0.04,0.13001,5655.0
4206,3526,0.5,1.05005,22748.0
4207,4125,0.13,0.37002,16493.0
4207,4208,0.07,0.22001,6330.0
4207,4212,0.03,0.09,16493.0
4208,4126,0.13,0.4,3165.0
4208,4209,0.03,0.09,6330.0
4209,4128,0.1,0.31008,6330.0
4209,4210,0.04,0.12,9878.0
4210,3783,0.01,0.03,6330.0
4210,4211,0.06,0.18,6330.0
4211,4210,0.06,0.18,6330.0
4211,4212,0.07,0.22001,6330.0
4211,4291,0.1,0.31008,3165.0
4212,4207,0.03,0.09,16493.0
4212,4213,0.04,0.10999,16493.0
4213,54,0.2,0.0,999999.0
4213,3782,0.03,0.09,16493.0
4213,4212,0.04,0.10999,16493.0
4214,4216,0.1,0.31008,6330.0
4214,4289,0.1,0.31008,3165.0
4215,4206,0.05,0.13999,4733.0
4215,4224,0.15,0.36,15975.0
4216,3706,0.04,0.13001,5655.0
4216,4205,0.12,0.37995,5655.0
4217,4218,0.08,0.26002,5655.0
4217,4285,0.1,0.31008,6330.0
4218,4132,0.12,0.37995,5655.0
4218,4219,0.04,0.13001,5655.0
4219,19,0.12,0.0,999999.0
4219,4220,0.04,0.13001,5655.0
4220,4221,0.08,0.26002,5655.0
4220,4280,0.1,0.31008,6330.0
4221,3710,0.04,0.13001,5655.0
4221,4203,0.05,0.16,5655.0
4222,3711,0.05,0.16,5655.0
4222,4223,0.08,0.26002,5655.0
4223,4197,0.08,0.26002,5655.0
4223,4225,0.08,0.25,6330.0
4224,3856,0.3,0.72,15975.0
4224,8164,0.01,0.0,999999.0
4225,3712,0.04,0.12,6330.0
4225,4273,0.08,0.25,6330.0
4226,4194,0.08,0.25,6330.0
4226,4227,0.06,0.18,6330.0
4227,24,0.2,0.0,999999.0
4227,4228,0.02,0.06,6330.0
4228,3719,0.04,0.12,6330.0
4228,3720,0.04,0.12,6330.0
4229,3722,0.04,0.13001,2828.0
4229,3723,0.05,0.16,5655.0
4230,27,0.12,0.0,999999.0
4230,4231,0.02,0.06,5655.0
4231,4188,0.08,0.24,9915.0
4231,4232,0.08,0.26002,5655.0
4231,4264,0.08,0.24,9915.0
4232,3606,0.04,0.13001,5655.0
4232,4263,0.1,0.32,5655.0
4233,4234,0.02,0.06,5655.0
4233,4236,0.08,0.26002,5655.0
4234,9,0.12,0.0,999999.0
4234,4184,0.06,0.18997,5655.0
4235,1393,0.7,0.0,999999.0
4235,5719,0.75,1.8797,6240.0
4235,12505,0.45,1.13018,6240.0
4236,3736,0.05,0.16,5655.0
4236,3737,0.04,0.13001,5655.0
4237,4179,0.05,0.16,5655.0
4237,4239,0.08,0.26002,5655.0
4238,4255,0.1,0.24,15975.0
4238,8288,0.05,0.13999,4733.0
4239,4240,0.08,0.26002,5655.0
4239,4257,0.1,0.32,5655.0
4240,3752,0.04,0.12,6330.0
4240,4241,0.08,0.25,6330.0
4241,37,0.2,0.0,999999.0
4241,4242,0.02,0.06,6330.0
4242,3746,0.04,0.12,6330.0
4242,4251,0.08,0.25,6330.0
4243,4174,0.08,0.23,16493.0
4243,4244,0.06,0.18,6330.0
4244,4245,0.03,0.1,5655.0
4244,4249,0.1,0.29,10575.0
4245,39,0.12,0.0,999999.0
4245,8401,0.15,0.48,5655.0
4246,4247,0.03,0.1,2828.0
4246,4248,0.09,0.29001,5655.0
4247,36,0.12,0.0,999999.0
4247,4323,0.03,0.1,2828.0
4248,35,0.2,0.0,999999.0
4248,4249,0.09,0.27994,6330.0
4249,4250,0.06,0.18,6330.0
4249,4320,0.03,0.09,10575.0
4250,3744,0.05,0.13999,16493.0
4250,3745,0.04,0.12,6330.0
4251,33,0.2,0.0,999999.0
4251,4252,0.02,0.06,6330.0
4252,4254,0.1,0.31008,6330.0
4252,4318,0.06,0.18,6330.0
4253,5851,0.9,2.16,15975.0
4253,8288,0.05,0.13999,4733.0
4254,3738,0.04,0.13001,5655.0
4254,4240,0.1,0.32,5655.0
4255,4258,0.05,0.13999,4733.0
4255,7814,0.4,0.96,15975.0
4256,4253,0.1,0.24,15975.0
4257,3740,0.03,0.1,5655.0
4257,4259,0.08,0.26002,5655.0
4258,4255,0.05,0.13999,4733.0
4258,4256,0.05,0.13999,4733.0
4258,8396,0.75,1.35014,33150.0
4259,3735,0.04,0.13001,5655.0
4259,4260,0.02,0.06,5655.0
4260,30,0.12,0.0,999999.0
4260,4237,0.08,0.26002,5655.0
4261,4262,0.08,0.26002,5655.0
4261,4313,0.06,0.18,6330.0
4262,4233,0.1,0.32,5655.0
4262,4263,0.08,0.26002,5655.0
4263,3731,0.04,0.13001,5655.0
4263,3732,0.03,0.1,5655.0
4264,27,0.12,0.0,999999.0
4264,4231,0.08,0.24,9915.0
4264,4265,0.02,0.06,9915.0
4265,3734,0.03,0.09,9915.0
4265,4264,0.02,0.06,9915.0
4265,4266,0.02,0.06,5655.0
4266,27,0.12,0.0,999999.0
4266,4267,0.1,0.32,5655.0
4267,3721,0.04,0.12,6330.0
4267,4268,0.02,0.06,5655.0
4268,25,0.2,0.0,999999.0
4268,3726,0.04,0.12,6330.0
4269,4270,0.02,0.06,6330.0
4269,4307,0.06,0.18,6330.0
4270,24,0.2,0.0,999999.0
4270,4271,0.06,0.18,6330.0
4271,3713,0.04,0.12,6330.0
4271,4272,0.02,0.06,6330.0
4272,22,0.2,0.0,999999.0
4272,3718,0.04,0.12,6330.0
4273,22,0.2,0.0,999999.0
4273,4274,0.02,0.06,6330.0
4274,4276,0.08,0.25,6330.0
4274,4305,0.06,0.18,6330.0
4275,4258,1.45,2.61026,51728.0
4275,8287,0.01,0.0,999999.0
4276,4223,0.1,0.31008,6330.0
4276,4278,0.08,0.26002,5655.0
4277,5844,0.78,1.32992,32415.0
4277,6898,0.01,0.0,999999.0
4278,3708,0.04,0.13001,5655.0
4278,4303,0.06,0.18997,5655.0
4279,3709,0.05,0.16,5655.0
4279,4280,0.08,0.25,6330.0
4280,4281,0.02,0.06,6330.0
4280,4282,0.02,0.06,6330.0
4281,20,0.2,0.0,999999.0
4281,4301,0.04,0.12,6330.0
4282,20,0.2,0.0,999999.0
4282,4284,0.06,0.18,6330.0
4283,20,0.2,0.0,999999.0
4283,4284,0.02,0.06,6330.0
4284,4218,0.1,0.31008,6330.0
4284,4285,0.08,0.25,6330.0
4285,4287,0.08,0.25,6330.0
4285,4298,0.06,0.18,6330.0
4286,4288,0.47,1.27027,8715.0
4286,4918,0.09,0.22998,14055.0
4286,4919,0.04,0.1,14055.0
4287,4216,0.1,0.32,5655.0
4287,4289,0.1,0.31008,6330.0
4288,4286,0.47,1.27027,8715.0
4288,4332,0.4,1.08011,8715.0
4288,6129,0.07,0.18996,8715.0
4289,3781,0.04,0.12,6330.0
4289,4295,0.06,0.16,4358.0
4290,4938,0.1,0.25,21915.0
4291,4211,0.1,0.31008,3165.0
4291,4294,0.06,0.18,3165.0
4292,3782,0.03,0.09,16493.0
4292,4293,0.06,0.16997,16493.0
4293,4292,0.06,0.16997,16493.0
4293,4359,0.08,0.23,16493.0
4293,6689,0.05,0.11001,8535.0
4294,4291,0.06,0.18,3165.0
4294,4295,0.08,0.21998,8715.0
4294,5665,0.06,0.16,4358.0
4295,4289,0.06,0.16,4358.0
4295,4296,0.05,0.13999,8715.0
4295,4360,0.06,0.16,4358.0
4296,58,0.25,0.0,999999.0
4296,4297,0.05,0.13999,8715.0
4297,4287,0.06,0.16,8715.0
4297,4298,0.08,0.21998,8715.0
4298,4299,0.08,0.25,6330.0
4298,4362,0.06,0.18,6330.0
4299,4283,0.04,0.12,6330.0
4299,4300,0.06,0.18,6330.0
4300,20,0.2,0.0,999999.0
4300,4301,0.02,0.06,6330.0
4301,4302,0.08,0.25,6330.0
4301,4364,0.06,0.18,6330.0
4302,4279,0.06,0.18997,5655.0
4302,4303,0.08,0.26002,5655.0
4303,4304,0.08,0.25,6330.0
4303,4366,0.06,0.18,6330.0
4304,3714,0.04,0.12,6330.0
4304,4276,0.06,0.18,6330.0
4305,3715,0.03,0.09,6330.0
4305,4306,0.08,0.25,6330.0
4306,4271,0.06,0.18,6330.0
4306,4307,0.08,0.25,6330.0
4307,3727,0.04,0.12,6330.0
4307,3729,0.03,0.09,6330.0
4308,4267,0.06,0.18,6330.0
4308,4309,0.12,0.37995,5655.0
4309,3733,0.04,0.13001,5655.0
4309,3734,0.03,0.09,9915.0
4309,4372,0.06,0.18,9915.0
4310,4311,0.08,0.26002,5655.0
4310,4373,0.06,0.18997,5655.0
4311,4262,0.06,0.18,6330.0
4311,4312,0.04,0.12,6330.0
4312,31,0.2,0.0,999999.0
4312,4313,0.04,0.12,6330.0
4313,4314,0.02,0.06,6330.0
4313,4315,0.08,0.25,6330.0
4314,31,0.2,0.0,999999.0
4314,4377,0.04,0.12,6330.0
4315,4259,0.06,0.18997,5655.0
4315,4316,0.08,0.26002,5655.0
4316,3741,0.04,0.13001,5655.0
4316,4379,0.06,0.18997,5655.0
4317,3742,0.03,0.1,5655.0
4317,3747,0.05,0.15,6330.0
4318,3749,0.03,0.09,6330.0
4318,4319,0.08,0.25,6330.0
4319,4250,0.06,0.16997,16493.0
4319,4321,0.06,0.18,6330.0
4320,35,0.2,0.0,999999.0
4320,4321,0.03,0.09,10575.0
4321,4322,0.09,0.27994,6330.0
4321,4383,0.06,0.16997,10575.0
4322,35,0.2,0.0,999999.0
4322,4323,0.09,0.27994,6330.0
4323,4385,0.06,0.18,3165.0
4323,8402,0.08,0.26002,5655.0
4324,3785,0.09,0.22998,14055.0
4324,4385,0.07,0.18003,14055.0
4324,8569,0.11,0.33,9915.0
4325,3784,0.1,0.27003,4358.0
4325,3785,0.09,0.25999,10575.0
4325,4326,0.1,0.29,5288.0
4325,4383,0.1,0.29,5288.0
4326,4327,0.08,0.25,3165.0
4326,4382,0.06,0.16997,10575.0
4327,4328,0.1,0.31008,3165.0
4327,4410,0.19,0.57986,6330.0
4328,4329,0.08,0.25,3165.0
4328,4380,0.06,0.18,6330.0
4329,3867,0.09,0.24,8715.0
4329,4330,0.08,0.21998,4358.0
4330,3787,0.03,0.08,8715.0
4330,3788,0.04,0.10999,4358.0
4331,4002,0.13,0.41009,5655.0
4331,4336,0.08,0.24,9915.0
4332,4288,0.4,1.08011,8715.0
4332,4333,0.22,0.59008,8715.0
4332,4959,0.07,0.18996,4358.0
4333,4332,0.22,0.59008,8715.0
4333,4334,0.4,1.08011,8715.0
4333,4961,0.21,0.56988,4358.0
4334,4333,0.4,1.08011,8715.0
4334,4957,0.07,0.18003,21915.0
4334,4962,0.22,0.55,21915.0
4335,47,0.12,0.0,999999.0
4335,4336,0.07,0.22001,5655.0
4336,3774,0.04,0.12,9915.0
4336,4338,0.14,0.44992,5655.0
4337,900,0.25,0.0,999999.0
4337,2472,0.3,0.86999,4050.0
4337,7639,0.25,0.72012,4050.0
4338,4054,0.08,0.24,9915.0
4338,4111,0.1,0.32,5655.0
4338,4339,0.08,0.24,9915.0
4339,4063,0.03,0.09,9915.0
4339,4338,0.08,0.24,9915.0
4339,4340,0.08,0.26002,5655.0
4340,2,0.12,0.0,999999.0
4340,4056,0.06,0.18997,5655.0
4341,4342,0.08,0.21998,4358.0
4342,4343,0.08,0.25,3165.0
4342,4374,0.06,0.18,6330.0
4343,3869,0.09,0.24,8715.0
4343,4344,0.08,0.26002,2828.0
4344,4345,0.12,0.36999,3165.0
4344,4372,0.06,0.18,9915.0
4344,4476,0.19,0.48,14055.0
4345,4346,0.08,0.25,3165.0
4345,4371,0.06,0.18,6330.0
4346,3865,0.09,0.27994,6330.0
4346,4347,0.08,0.25,3165.0
4347,3864,0.04,0.10999,4358.0
4347,4369,0.06,0.18,3165.0
4348,3792,0.04,0.10999,4358.0
4349,3790,0.03,0.08,4358.0
4349,4350,0.08,0.21998,4358.0
4350,3863,0.1,0.27003,4358.0
4350,4351,0.08,0.21998,4358.0
4351,4352,0.08,0.25,3165.0
4351,4365,0.06,0.18,3165.0
4352,4353,0.08,0.25,3165.0
4352,4504,0.23,0.61995,8715.0
4353,4354,0.08,0.25,6330.0
4353,4363,0.06,0.18,6330.0
4354,4353,0.08,0.25,3165.0
4354,4355,0.08,0.21998,8715.0
4355,3840,0.05,0.13999,4358.0
4355,3857,0.03,0.08,4358.0
4355,4354,0.08,0.21998,4358.0
4356,4357,0.08,0.21998,4358.0
4356,4521,0.3,0.81008,4358.0
4357,3861,0.15,0.41002,4358.0
4357,5665,0.06,0.16,4358.0
4358,3472,0.05,0.17996,3848.0
4358,3902,0.09,0.22998,21915.0
4358,4359,0.1,0.25,21915.0
4359,59,0.25,0.0,999999.0
4359,4293,0.08,0.23,16493.0
4359,4358,0.1,0.25,21915.0
4360,3849,0.03,0.08,4358.0
4360,4295,0.06,0.16,4358.0
4360,5665,0.08,0.21998,8715.0
4361,4297,0.06,0.16,8715.0
4361,4360,0.1,0.27003,8715.0
4362,4354,0.06,0.16,4358.0
4362,4361,0.08,0.21998,8715.0
4363,4299,0.06,0.18,6330.0
4363,4362,0.08,0.25,6330.0
4364,4352,0.06,0.18,6330.0
4364,4363,0.08,0.25,6330.0
4365,4302,0.06,0.18997,5655.0
4365,4364,0.08,0.25,6330.0
4366,4350,0.06,0.16,4358.0
4366,4365,0.08,0.21998,8715.0
4367,3717,0.03,0.09,6330.0
4367,4366,0.08,0.21998,8715.0
4368,3716,0.04,0.12,6330.0
4368,3791,0.03,0.08,4358.0
4369,3793,0.04,0.12,6330.0
4369,4306,0.06,0.18,6330.0
4370,4346,0.06,0.18,6330.0
4370,4369,0.08,0.25,6330.0
4371,3728,0.03,0.09,6330.0
4371,3730,0.04,0.12,6330.0
4372,4309,0.06,0.18,9915.0
4372,4344,0.06,0.18,9915.0
4372,4371,0.12,0.36999,6330.0
4373,4343,0.06,0.18997,5655.0
4373,4372,0.08,0.26002,5655.0
4374,4373,0.08,0.25,6330.0
4374,4375,0.04,0.12,6330.0
4375,31,0.2,0.0,999999.0
4375,4311,0.02,0.06,6330.0
4376,31,0.2,0.0,999999.0
4376,4374,0.04,0.12,6330.0
4377,3789,0.03,0.08,8715.0
4377,4376,0.04,0.10999,8715.0
4378,3786,0.04,0.10999,8715.0
4378,4315,0.06,0.16,8715.0
4379,4329,0.06,0.18997,5655.0
4379,4378,0.08,0.21998,8715.0
4380,3748,0.03,0.09,6330.0
4380,4379,0.08,0.26002,5655.0
4381,3750,0.05,0.15,6330.0
4381,4327,0.06,0.18,6330.0
4382,4319,0.06,0.16997,16493.0
4382,4381,0.08,0.25,6330.0
4383,4325,0.1,0.29,5288.0
4383,4382,0.06,0.18,6330.0
4384,4533,0.5,1.2,24930.0
4384,4550,0.7,1.68,24930.0
4385,4383,0.18,0.50992,10575.0
4386,24,0.2,0.0,999999.0
4386,4269,0.02,0.06,6330.0
4387,2849,0.02,0.05,21915.0
4387,4388,0.05,0.12998,14055.0
4387,5708,0.26,0.65,14055.0
4388,4387,0.05,0.12998,21915.0
4388,5701,0.16,0.42991,8715.0
4388,5706,0.14,0.35,14055.0
4389,4390,0.25,0.67996,4358.0
4389,4392,0.26,0.69987,4358.0
4389,4409,0.34,0.92016,8715.0
4389,5701,0.16,0.42991,8715.0
4390,82,0.25,0.0,999999.0
4390,4389,0.25,0.67996,4358.0
4390,5700,0.26,0.69987,8715.0
4391,4392,0.21,0.60987,8100.0
4391,4417,0.09,0.22998,7028.0
4391,5706,0.14,0.35,14055.0
4392,4389,0.26,0.69987,4358.0
4392,4416,0.09,0.24,4358.0
4392,5703,0.17,0.46008,8715.0
4393,4394,0.08,0.21998,8715.0
4393,4415,0.09,0.24,4358.0
4394,4406,0.28,0.75984,4358.0
4394,5692,0.09,0.24,8715.0
4395,3349,0.01,0.0,999999.0
4395,4396,0.09,0.24,8715.0
4395,5691,0.13,0.34993,4358.0
4396,3874,0.13,0.34993,8715.0
4396,4412,0.09,0.24,4358.0
4397,3871,0.13,0.34993,8715.0
4397,4398,0.15,0.41002,8715.0
4397,4411,0.09,0.24,8715.0
4398,3347,0.26,0.69987,4358.0
4398,4326,0.19,0.57986,6330.0
4398,4410,0.09,0.24,4358.0
4399,3347,0.01,0.0,999999.0
4399,3784,0.1,0.27003,4358.0
4399,4400,0.15,0.41002,4358.0
4399,5649,0.05,0.13999,4358.0
4400,3871,0.13,0.34993,8715.0
4400,3872,0.13,0.34993,8715.0
4400,4399,0.15,0.41002,4358.0
4400,4401,0.14,0.37992,8715.0
4401,4400,0.14,0.37992,8715.0
4401,5649,0.13,0.34993,4358.0
4401,5695,0.3,0.81008,8715.0
4402,2847,0.05,0.15,3735.0
4402,5694,0.34,0.92016,4358.0
4402,5696,0.05,0.13999,8715.0
4403,3872,0.13,0.34993,8715.0
4403,3873,0.13,0.34993,4358.0
4403,4404,0.09,0.24,8715.0
4404,3348,0.18,0.49002,8715.0
4404,4403,0.09,0.24,8715.0
4404,5629,0.5,1.35014,4358.0
4405,3679,0.05,0.15,3735.0
4405,4402,0.09,0.25999,12645.0
4406,3348,0.01,0.0,999999.0
4406,4407,0.7,1.89019,4358.0
4406,4409,0.08,0.21998,8715.0
4407,4405,0.18,0.49002,8715.0
4408,5699,0.04,0.10999,8715.0
4408,5702,0.37,1.0,4358.0
4409,4389,0.34,0.92016,8715.0
4409,4406,0.08,0.21998,8715.0
4409,5693,0.13,0.34993,4358.0
4410,4398,0.09,0.24,4358.0
4410,4411,0.15,0.41002,4358.0
4410,4427,0.11,0.3,4358.0
4411,3875,0.13,0.34993,4358.0
4411,4397,0.09,0.24,8715.0
4411,4426,0.11,0.3,8715.0
4412,4413,0.09,0.24,4358.0
4412,5689,0.05,0.13999,4358.0
4413,3350,0.18,0.49002,4358.0
4413,4395,0.09,0.24,4358.0
4414,3350,0.01,0.0,999999.0
4414,4394,0.09,0.24,4358.0
4414,4415,0.08,0.21998,4358.0
4415,4416,0.34,0.92016,4358.0
4415,5704,0.05,0.13999,4358.0
4416,4392,0.09,0.24,4358.0
4416,4417,0.16,0.42991,4358.0
4416,5705,0.05,0.13999,4358.0
4417,4391,0.09,0.22998,7028.0
4417,4420,0.12,0.3,7028.0
4418,5726,0.25,0.64991,10035.0
4418,5727,0.13,0.34002,10035.0
4418,5728,0.18,0.46997,10035.0
4419,4436,0.08,0.2,14055.0
4419,5707,0.2,0.54005,8715.0
4419,5708,0.26,0.65,14055.0
4419,9272,0.33,0.86012,10035.0
4420,4417,0.12,0.3,7028.0
4420,4421,0.14,0.37992,4358.0
4420,4435,0.09,0.22998,7028.0
4421,4422,0.34,0.92016,4358.0
4421,4434,0.08,0.21998,4358.0
4421,5705,0.05,0.13999,4358.0
4422,4423,0.08,0.21998,4358.0
4422,4433,0.08,0.21998,4358.0
4423,4424,0.18,0.49002,4358.0
4423,5690,0.05,0.13999,4358.0
4424,4413,0.11,0.3,4358.0
4424,4425,0.08,0.21998,4358.0
4425,3876,0.04,0.10999,4358.0
4425,3879,0.13,0.34993,4358.0
4426,3877,0.04,0.10999,8715.0
4426,4411,0.11,0.3,8715.0
4426,4427,0.15,0.41002,4358.0
4427,4328,0.19,0.57986,6330.0
4427,4410,0.11,0.3,4358.0
4427,4428,0.08,0.21998,4358.0
4428,3352,0.24,0.65011,4358.0
4428,4427,0.08,0.21998,4358.0
4428,4429,0.15,0.41002,4358.0
4429,3877,0.04,0.10999,8715.0
4429,3878,0.13,0.34993,4358.0
4429,4445,0.24,0.65011,8715.0
4430,4431,0.09,0.24,4358.0
4430,4444,0.24,0.65011,4358.0
4431,3355,0.18,0.49002,4358.0
4431,4424,0.08,0.21998,4358.0
4432,3355,0.01,0.0,999999.0
4432,4423,0.08,0.21998,4358.0
4432,4433,0.08,0.21998,4358.0
4433,3362,0.34,0.92016,4358.0
4433,3363,0.24,0.65011,4358.0
4434,3198,0.24,0.65011,4358.0
4434,3362,0.01,0.0,999999.0
4434,4421,0.08,0.21998,4358.0
4434,4435,0.1,0.27003,4358.0
4435,3198,0.26,0.65,14055.0
4435,4420,0.09,0.22998,7028.0
4435,4436,0.43,1.16007,4358.0
4436,4419,0.08,0.2,14055.0
4436,4437,0.27,0.73006,8715.0
4436,4439,0.24,0.6,14055.0
4437,4438,0.28,0.67012,15975.0
4437,9272,0.12,0.28997,15975.0
4438,4437,0.28,0.67012,15975.0
4438,4439,0.09,0.24,4358.0
4438,4456,0.15,0.38007,14055.0
4439,4436,0.24,0.6,14055.0
4439,4455,0.09,0.22998,14055.0
4439,5628,0.43,1.16007,4358.0
4440,3198,0.01,0.0,999999.0
4440,4441,0.34,0.92016,4358.0
4440,4453,0.09,0.22998,14055.0
4440,4454,0.08,0.21998,4358.0
4441,3363,0.01,0.0,999999.0
4441,4442,0.08,0.21998,4358.0
4441,4452,0.08,0.21998,4358.0
4442,4432,0.24,0.65011,4358.0
4442,4443,0.18,0.49002,4358.0
4443,4431,0.24,0.65011,4358.0
4443,4444,0.09,0.24,4358.0
4444,3880,0.13,0.34993,4358.0
4444,4449,0.08,0.21998,4358.0
4445,4429,0.24,0.65011,8715.0
4445,4446,0.15,0.41002,4358.0
4445,4448,0.08,0.21998,8715.0
4446,3352,0.01,0.0,999999.0
4446,3868,0.09,0.24,8715.0
4446,4447,0.08,0.21998,4358.0
4447,4446,0.08,0.21998,4358.0
4447,4448,0.15,0.41002,4358.0
4447,4476,0.08,0.21998,4358.0
4448,3881,0.13,0.34993,4358.0
4448,3883,0.04,0.10999,8715.0
4448,4445,0.08,0.21998,8715.0
4449,3882,0.04,0.10999,4358.0
4449,4450,0.09,0.24,4358.0
4450,4451,0.18,0.49002,4358.0
4450,5687,0.04,0.10999,4358.0
4451,4452,0.08,0.21998,4358.0
4451,5688,0.04,0.10999,4358.0
4452,4453,0.3,0.81008,4358.0
4452,4465,0.08,0.21998,4358.0
4453,4440,0.09,0.22998,14055.0
4453,4454,0.04,0.12,4050.0
4453,4464,0.1,0.25,14055.0
4454,4440,0.08,0.21998,4358.0
4454,4463,0.08,0.21998,4358.0
4454,5709,0.26,0.69987,4358.0
4455,4439,0.09,0.22998,14055.0
4455,4456,0.04,0.1,14055.0
4456,4438,0.15,0.38007,14055.0
4456,4455,0.04,0.1,14055.0
4456,4459,0.05,0.12998,14055.0
4457,3370,0.01,0.0,999999.0
4457,4492,0.36,0.93995,10035.0
4457,5724,0.18,0.42994,34260.0
4457,5726,0.25,0.64991,10035.0
4458,94,0.5,0.0,999999.0
4458,5724,0.18,0.42994,34260.0
4458,9151,0.08,0.19002,34260.0
4459,4456,0.05,0.12998,14055.0
4459,4460,0.04,0.1,14055.0
4459,4461,0.12,0.3,14055.0
4459,5626,0.2,0.5,21915.0
4460,4456,0.06,0.15,7028.0
4460,4459,0.04,0.1,21915.0
4460,5710,0.24,0.6,14055.0
4461,4459,0.12,0.3,14055.0
4461,4491,0.08,0.2,14055.0
4461,5711,0.26,0.69987,4358.0
4462,3364,0.2,0.54005,4358.0
4462,4463,0.12,0.32,4358.0
4462,5712,0.04,0.10999,4358.0
4463,4454,0.08,0.21998,4358.0
4463,4462,0.12,0.32,4358.0
4463,4464,0.08,0.2,14055.0
4463,5710,0.24,0.6,14055.0
4464,3364,0.17,0.46008,4358.0
4464,4453,0.1,0.25,14055.0
4464,4463,0.08,0.2,14055.0
4464,4465,0.26,0.65,14055.0
4465,4464,0.26,0.65,14055.0
4465,4468,0.08,0.2,14055.0
4465,5683,0.06,0.18,3165.0
4466,4467,0.08,0.25,3165.0
4466,4487,0.08,0.25,3165.0
4467,4468,0.12,0.36999,3165.0
4467,4470,0.17,0.51988,3165.0
4468,4451,0.08,0.21998,4358.0
4468,4465,0.08,0.2,14055.0
4468,5686,0.09,0.22998,14055.0
4469,4450,0.08,0.21998,4358.0
4469,4472,0.09,0.22998,14055.0
4469,5686,0.09,0.22998,14055.0
4470,4469,0.12,0.36999,3165.0
4470,4471,0.08,0.25,3165.0
4471,3885,0.13,0.4,3165.0
4471,5682,0.04,0.12,3165.0
4472,3884,0.12,0.3,14055.0
4472,4469,0.09,0.22998,14055.0
4472,4471,0.12,0.36999,3165.0
4473,3883,0.04,0.10999,8715.0
4473,3884,0.12,0.3,14055.0
4473,4474,0.12,0.32,8715.0
4473,4476,0.15,0.38007,14055.0
4474,4473,0.12,0.32,8715.0
4474,4475,0.15,0.41002,4358.0
4474,4479,0.08,0.21998,8715.0
4475,4345,0.19,0.57986,6330.0
4475,4476,0.12,0.32,4358.0
4475,4477,0.08,0.21998,4358.0
4476,4344,0.19,0.48,14055.0
4476,4447,0.08,0.21998,4358.0
4476,4473,0.15,0.38007,14055.0
4476,4475,0.12,0.32,4358.0
4477,3866,0.16,0.42991,4358.0
4477,4475,0.08,0.21998,4358.0
4477,4479,0.15,0.41002,4358.0
4478,3866,0.16,0.42991,4358.0
4478,3891,0.04,0.10999,4358.0
4478,4480,0.18,0.49002,4358.0
4479,3888,0.16,0.42991,8715.0
4479,4474,0.08,0.21998,8715.0
4479,4481,0.26,0.69987,4358.0
4480,3887,0.03,0.08,4358.0
4480,3888,0.16,0.42991,8715.0
4480,3889,0.04,0.10999,8715.0
4481,3886,0.16,0.49005,3165.0
4481,4483,0.08,0.25,3165.0
4482,4484,0.08,0.21998,4358.0
4482,5679,0.04,0.10999,4358.0
4483,4485,0.17,0.51988,3165.0
4483,5685,0.04,0.12,3165.0
4484,4486,0.17,0.46008,4358.0
4484,5630,0.16,0.42991,4358.0
4485,4487,0.08,0.25,3165.0
4485,5684,0.04,0.13001,3645.0
4486,4488,0.08,0.21998,4358.0
4486,5631,0.28,0.75984,4358.0
4487,13293,0.01,0.0,999999.0
4487,13294,0.01,0.0,999999.0
4488,4490,0.34,0.92016,4358.0
4488,4499,0.08,0.21998,4358.0
4489,5627,0.25,0.67996,4358.0
4489,5712,0.04,0.10999,4358.0
4489,5713,0.16,0.42991,4358.0
4490,4498,0.08,0.21998,4358.0
4490,5713,0.16,0.42991,4358.0
4491,4461,0.08,0.2,14055.0
4491,5722,0.07,0.18003,14055.0
4492,4457,0.36,0.93995,10035.0
4492,4495,0.25,0.64991,10035.0
4492,5725,0.2,0.51993,15660.0
4493,3684,0.1,0.27998,9030.0
4493,5723,0.2,0.54005,8715.0
4493,5725,0.2,0.51993,15660.0
4493,9151,0.36,1.00982,4515.0
4494,5714,0.12,0.3,14055.0
4494,5722,0.07,0.18003,14055.0
4494,5723,0.16,0.42991,8715.0
4495,4001,0.27,0.70009,10035.0
4495,4003,0.15,0.38995,10035.0
4495,4492,0.25,0.64991,10035.0
4496,2912,0.33,0.86012,10035.0
4496,3684,0.12,0.33994,9030.0
4496,3685,0.09,0.22998,10035.0
4496,4003,0.18,0.46997,10035.0
4497,3366,0.01,0.0,999999.0
4497,4511,0.08,0.2,14055.0
4497,5714,0.12,0.3,14055.0
4497,13289,0.18,0.49002,8715.0
4498,4490,0.08,0.21998,4358.0
4498,4499,0.34,0.92016,4358.0
4498,4510,0.08,0.21998,4358.0
4499,4500,0.08,0.21998,4358.0
4499,4509,0.08,0.21998,4358.0
4500,4501,0.17,0.46008,4358.0
4500,5680,0.04,0.10999,4358.0
4501,4484,0.08,0.21998,4358.0
4501,5646,0.08,0.21998,4358.0
