,capacity_veh_per_hour
2006_2759,7028.0
2006_3491,10035.0
2006_12102,15975.0
2007_1857,5018.0
2007_3152,5018.0
2007_3233,5018.0
2007_12474,5018.0
2008_1850,15975.0
2008_3152,5018.0
2008_3153,7988.0
2009_1860,9165.0
2009_12266,6240.0
2009_12474,5018.0
2009_12475,7988.0
2010_2803,7988.0
2010_2804,7988.0
2010_2807,5018.0
2011_1910,7988.0
2011_2985,7988.0
2011_3298,5258.0
2012_3061,4515.0
2012_3062,4515.0
2012_10405,5258.0
2013_1967,6240.0
2013_1986,6240.0
2013_3066,5258.0
2014_1937,15975.0
2014_3072,5018.0
2014_3075,15975.0
2015_1943,15975.0
2015_1946,18330.0
2015_12091,5018.0
2016_1958,5258.0
2016_1959,5258.0
2016_1961,5258.0
2017_1938,5018.0
2017_3138,4358.0
2017_12263,4515.0
2018_1834,6240.0
2018_1950,6240.0
2018_1951,6240.0
2018_1952,6240.0
2019_1949,4515.0
2019_3239,4515.0
2019_3242,5018.0
2019_12091,5018.0
2020_1941,4515.0
2020_3239,4515.0
2020_3241,4515.0
2021_1941,14055.0
2021_3134,4358.0
2021_3137,7028.0
2021_3138,4358.0
2022_2023,5018.0
2022_3134,5018.0
2022_3240,4515.0
2022_3241,4515.0
2023_2022,5018.0
2023_2991,7988.0
2023_3507,7988.0
2024_1845,9165.0
2024_1948,5018.0
2024_2066,6240.0
2024_2991,9165.0
2025_1843,5258.0
2025_2096,5018.0
2025_3557,5018.0
2025_3666,5018.0
2026_3081,4515.0
2026_3083,7988.0
2026_3084,7988.0
2027_1849,5018.0
2027_3081,5258.0
2027_3097,6240.0
2028_1854,15975.0
2028_3235,5018.0
2028_3236,15975.0
2029_3154,5018.0
2029_3235,5018.0
2029_9087,5018.0
2030_2735,4358.0
2030_2738,4358.0
2030_2739,4050.0
2031_1805,5018.0
2031_1806,5018.0
2032_1721,7988.0
2032_2033,7988.0
2032_2633,5018.0
2033_1987,7988.0
2033_2032,7988.0
2033_10101,7028.0
2034_2629,7028.0
2034_2630,7028.0
2034_2739,4050.0
2034_10412,4050.0
2035_2078,4358.0
2035_2398,4358.0
2035_9065,4050.0
2036_2070,21915.0
2036_2072,7028.0
2036_2076,21915.0
2037_2407,4050.0
2037_2409,8715.0
2037_2410,4050.0
2037_2613,8715.0
2038_1776,15975.0
2038_2607,4515.0
2038_9088,15975.0
2039_1781,5018.0
2039_3277,5018.0
2039_3281,5018.0
2039_12488,5018.0
2040_1780,15975.0
2040_3281,5018.0
2040_3285,4358.0
2040_12486,15975.0
2041_2961,15975.0
2041_3284,14055.0
2041_3285,4358.0
2042_3265,5018.0
2042_3266,5018.0
2042_3270,4515.0
2043_3252,15975.0
2043_3516,15975.0
2043_12097,4515.0
2044_1827,15975.0
2044_1838,15975.0
2044_12097,4515.0
2045_1828,24930.0
2045_1829,24930.0
2045_3247,5018.0
2046_1806,5018.0
2046_3548,5018.0
2046_3550,5018.0
2047_1825,5018.0
2047_2048,5018.0
2047_2049,4515.0
2048_1815,5018.0
2048_2047,5018.0
2048_3553,5018.0
2049_1815,7988.0
2049_2047,4515.0
2049_3541,7988.0
2050_2051,4515.0
2050_3292,4515.0
2050_3294,4515.0
2051_1815,5018.0
2051_2050,4515.0
2051_3295,5018.0
2052_3261,4515.0
2052_3262,7988.0
2052_3264,7988.0
2053_2108,15975.0
2053_3275,15975.0
2053_3276,4515.0
2054_2109,14055.0
2054_3274,7028.0
2054_3276,4050.0
2054_9000,4050.0
2055_2064,5018.0
2055_2747,5018.0
2055_8991,4515.0
2056_2057,7988.0
2056_3256,7988.0
2056_12489,4515.0
2057_2056,7988.0
2057_2058,7988.0
2057_3258,5018.0
2057_3295,5018.0
2058_1801,7988.0
2058_1814,5018.0
2058_2057,7988.0
2059_2060,4515.0
2059_3297,4515.0
2059_9120,5258.0
2059_10413,4515.0
2060_2059,4515.0
2060_2963,15975.0
2060_3296,4515.0
2060_10415,15975.0
2061_1816,5018.0
2061_3292,4515.0
2061_3293,5018.0
2061_3296,4515.0
2062_1809,15975.0
2062_2063,4515.0
2062_3545,15975.0
2062_3546,5018.0
2063_1810,5018.0
2063_2062,4515.0
2063_3550,6240.0
2063_9286,5018.0
2064_2055,5018.0
2064_8998,4358.0
2064_9000,4050.0
2065_1802,4515.0
2065_2157,4515.0
2065_3297,5258.0
2066_1844,5258.0
2066_2024,6240.0
2066_3557,5018.0
2067_1895,5018.0
2067_1909,8715.0
2067_2934,8715.0
2068_2406,4050.0
2068_2631,7028.0
2068_2766,7028.0
2069_574,999999.0
2069_1823,5018.0
2069_1825,5018.0
2070_429,999999.0
2070_1760,21915.0
2070_2036,21915.0
2071_1842,7988.0
2071_2993,15975.0
2071_3158,7988.0
2071_3165,15975.0
2072_429,999999.0
2072_1757,7028.0
2072_2036,7028.0
2073_430,999999.0
2073_1758,4358.0
2073_3498,4358.0
2074_430,999999.0
2074_1757,4358.0
2074_1759,4358.0
2075_430,999999.0
2075_1758,4358.0
2075_2627,4358.0
2076_431,999999.0
2076_1761,21915.0
2076_2036,21915.0
2077_431,999999.0
2077_1756,4358.0
2077_9058,4358.0
2078_432,999999.0
2078_1758,4358.0
2078_2035,4358.0
2079_444,999999.0
2079_2614,8715.0
2079_2958,8715.0
2080_433,999999.0
2080_1763,14055.0
2080_1764,14055.0
2081_433,999999.0
2081_1763,7028.0
2081_2930,7028.0
2082_434,999999.0
2082_1776,15975.0
2082_1778,15975.0
2083_435,999999.0
2083_9059,8715.0
2083_9060,8715.0
2084_3015,15975.0
2084_3277,5018.0
2084_4673,15975.0
2085_3015,15975.0
2085_9003,15975.0
2085_9006,5018.0
2086_2087,5018.0
2086_2106,15975.0
2086_9004,5018.0
2086_9007,15975.0
2087_2086,5018.0
2087_2088,5018.0
2087_2104,4358.0
2087_4780,5018.0
2088_2087,5018.0
2088_2089,5018.0
2088_11943,4515.0
2089_2088,5018.0
2089_8967,5018.0
2089_8968,4515.0
2090_2091,15975.0
2090_2101,15975.0
2090_8967,5018.0
2091_2090,15975.0
2091_2093,7988.0
2091_8969,4515.0
2091_11938,4515.0
2092_1151,999999.0
2092_8332,4515.0
2092_11939,4515.0
2093_2091,7988.0
2093_4789,7028.0
2093_8963,7988.0
2093_8966,5018.0
2094_2120,4358.0
2094_2121,4358.0
2094_8388,5258.0
2094_8901,6240.0
2095_789,999999.0
2095_4800,7028.0
2095_8964,7988.0
2096_554,999999.0
2096_1852,5018.0
2096_2025,5018.0
2097_2098,5018.0
2097_2130,5018.0
2097_8965,5018.0
2097_8966,5018.0
2098_2097,5018.0
2098_2126,4515.0
2098_11938,4515.0
2098_11942,5018.0
2099_1953,18330.0
2099_2403,18330.0
2100_2101,15975.0
2100_2124,14055.0
2100_11942,5018.0
2101_2090,15975.0
2101_2100,15975.0
2101_2102,4358.0
2102_2101,4358.0
2102_9008,4358.0
2102_9009,4050.0
2102_11943,4050.0
2103_2104,4050.0
2103_9008,4358.0
2103_9010,4050.0
2104_2087,4358.0
2104_2103,4050.0
2104_8994,10035.0
2105_2116,14055.0
2105_8996,14055.0
2105_8997,4515.0
2106_2086,15975.0
2106_2203,15975.0
2106_8994,10035.0
2107_1809,5018.0
2107_2377,5018.0
2108_2053,15975.0
2108_9002,5018.0
2108_9003,15975.0
2109_2054,14055.0
2109_9001,4050.0
2109_9002,5018.0
2109_9005,15975.0
2110_2334,5258.0
2110_12092,5258.0
2111_10327,4515.0
2111_12177,5258.0
2112_3257,14055.0
2112_8992,14055.0
2112_8993,4358.0
2112_9110,4358.0
2113_2114,14055.0
2113_8991,4050.0
2113_8992,14055.0
2114_2113,14055.0
2114_2115,14055.0
2114_2117,4358.0
2115_2114,14055.0
2115_2116,14055.0
2115_8998,4358.0
2116_2105,14055.0
2116_2115,14055.0
2116_9001,4050.0
2117_2114,4358.0
2117_8989,4358.0
2117_8990,14055.0
2117_8997,14055.0
2118_800,999999.0
2118_2119,15975.0
2118_8997,15975.0
2119_2118,15975.0
2119_2135,4515.0
2119_8995,4515.0
2119_9011,15975.0
2120_2094,4358.0
2120_12692,4358.0
2120_12693,4050.0
2121_2094,4358.0
2121_8900,4358.0
2121_12695,4515.0
2122_2123,4515.0
2122_2124,4515.0
2122_8971,4515.0
2122_8972,4515.0
2123_2122,4515.0
2123_2124,14055.0
2123_9011,14055.0
2124_2100,14055.0
2124_2122,4515.0
2124_2123,14055.0
2124_9009,4050.0
2125_1954,6240.0
2125_2403,6240.0
2126_2098,4515.0
2126_2131,4515.0
2126_8972,4515.0
2127_1820,6240.0
2127_2376,6240.0
2128_1819,5018.0
2128_3372,5018.0
2129_2130,5018.0
2129_3016,7988.0
2129_8975,7988.0
2130_2097,5018.0
2130_2129,5018.0
2130_8973,5018.0
2131_2126,4515.0
2131_8970,5018.0
2131_8973,5018.0
2132_2133,5018.0
2132_8970,5018.0
2132_8971,4515.0
2133_2132,5018.0
2133_2134,5018.0
2133_8974,5018.0
2134_2133,5018.0
2134_2149,6240.0
2134_11941,5018.0
2135_2119,4515.0
2135_2136,5018.0
2135_11929,5018.0
2136_2135,5018.0
2136_8989,5018.0
2136_9111,5018.0
2137_2141,5018.0
2137_8899,15975.0
2137_12696,5018.0
2137_12697,15975.0
2138_8985,9030.0
2138_8986,15975.0
2138_9110,15975.0
2139_2140,5018.0
2139_3046,18330.0
2139_8899,18330.0
2139_8900,6240.0
2140_2139,5018.0
2140_2141,7988.0
2140_2241,9165.0
2140_8896,5018.0
2141_2137,5018.0
2141_2140,7988.0
2141_8897,7988.0
2142_2143,5018.0
2142_2874,15975.0
2142_3258,5018.0
2142_11946,15975.0
2143_2142,5018.0
2143_8986,15975.0
2143_8987,5018.0
2143_9115,15975.0
2144_8983,5018.0
2144_8985,9030.0
2144_8987,5018.0
2144_9114,4515.0
2145_2190,5018.0
2145_8956,4358.0
2145_8957,8100.0
2146_8978,4515.0
2146_8982,4515.0
2146_9117,5018.0
2147_8982,4515.0
2147_8988,5018.0
2147_9112,5018.0
2148_2149,5258.0
2148_8988,5018.0
2148_9111,5018.0
2149_2134,6240.0
2149_2148,5258.0
2149_2150,6240.0
2149_8977,5258.0
2150_2149,6240.0
2150_8976,6240.0
2150_8978,5258.0
2151_2152,9165.0
2151_3019,7028.0
2151_8976,6240.0
2152_2151,9165.0
2152_2159,9165.0
2152_8981,6240.0
2153_2154,14055.0
2153_8536,14055.0
2153_8956,4358.0
2154_2153,14055.0
2154_12689,14055.0
2154_12691,4358.0
2155_7004,14055.0
2155_11932,5018.0
2155_12693,4050.0
2155_12694,7988.0
2156_3046,15975.0
2156_8953,7988.0
2156_11933,15975.0
2156_12694,9165.0
2157_2065,4515.0
2157_8980,18330.0
2157_9115,15975.0
2158_1803,7988.0
2158_2161,9165.0
2158_8979,9165.0
2158_9120,18330.0
2159_2152,9165.0
2159_2160,6240.0
2159_8979,9165.0
2159_9119,5258.0
2160_2159,6240.0
2160_2161,6240.0
2160_2162,6240.0
2160_2168,6240.0
2161_1804,5018.0
2161_2158,9165.0
2161_2160,6240.0
2161_2162,18330.0
2162_1805,6240.0
2162_2160,6240.0
2162_2161,18330.0
2162_9025,18330.0
2163_2166,4050.0
2163_7065,7988.0
2163_8332,7028.0
2163_9026,4515.0
2164_1577,18330.0
2164_2165,18330.0
2164_2167,5258.0
2165_2164,18330.0
2165_2174,6240.0
2165_2175,18330.0
2166_2163,4050.0
2166_8340,4050.0
2166_10448,4050.0
2167_2164,5258.0
2167_2168,4515.0
2167_8960,4515.0
2168_1579,7988.0
2168_2160,6240.0
2168_2167,4515.0
2169_2170,10035.0
2169_3019,7028.0
2170_1588,7988.0
2170_2169,5018.0
2170_8536,15975.0
2170_8959,5018.0
2171_2172,5018.0
2171_8959,5018.0
2171_8960,4515.0
2172_2171,5018.0
2172_2173,12480.0
2172_2188,6240.0
2173_2172,12480.0
2173_9031,12480.0
2173_9032,5258.0
2174_2165,6240.0
2174_2175,10515.0
2174_9031,12480.0
2175_2165,18330.0
2175_2174,10515.0
2175_2176,5258.0
2175_3166,18330.0
2176_2175,5258.0
2176_2870,4515.0
2176_11937,4515.0
2177_1575,4733.0
2177_1592,18330.0
2177_9029,10035.0
2177_9043,15975.0
2178_9022,5258.0
2178_9023,5258.0
2178_9024,5258.0
2179_2180,15975.0
2179_9022,5258.0
2179_9030,15975.0
2180_2179,15975.0
2180_2202,18330.0
2180_9028,4515.0
2181_2182,10035.0
2181_2197,4515.0
2181_9021,10035.0
2182_2181,10035.0
2182_2183,4515.0
2182_9028,4515.0
2182_9042,10035.0
2183_2182,4515.0
2183_2184,4515.0
2183_9020,4515.0
2184_2183,4515.0
2184_9033,5258.0
2184_11950,4515.0
2185_2186,4515.0
2185_2196,4515.0
2185_9020,4515.0
2185_9033,4515.0
2186_2185,4515.0
2186_2187,5258.0
2186_2195,4050.0
2187_2186,5258.0
2187_2188,5258.0
2187_9032,5258.0
2188_2172,6240.0
2188_2187,5258.0
2188_9012,4358.0
2189_785,999999.0
2189_8952,4515.0
2189_12686,4515.0
2190_2145,5018.0
2190_3305,7988.0
2190_8939,7028.0
2191_2209,4358.0
2191_8531,14055.0
2191_9013,7028.0
2191_13323,4358.0
2192_2196,4515.0
2192_9013,7988.0
2192_9019,15975.0
2192_13323,4050.0
2193_785,999999.0
2193_3047,15975.0
2193_8952,15975.0
2194_3047,15975.0
2194_3387,999999.0
2194_11933,15975.0
2194_12684,5018.0
2195_809,999999.0
2195_2186,4050.0
2195_13324,4050.0
2196_809,999999.0
2196_2185,4515.0
2196_2192,4515.0
2197_810,999999.0
2197_2181,4515.0
2197_2201,4515.0
2198_2199,10035.0
2198_2201,18330.0
2198_9018,15975.0
2199_2198,10035.0
2199_3531,18330.0
2199_5824,10035.0
2200_436,999999.0
2200_1754,7988.0
2200_1755,7988.0
2201_2197,4515.0
2201_2198,18330.0
2201_2202,18330.0
2201_3531,18330.0
2202_2180,18330.0
2202_2201,18330.0
2202_3022,18330.0
2202_3023,9165.0
2203_2106,15975.0
2203_8996,15975.0
2203_9005,15975.0
2204_2205,7988.0
2204_3171,7988.0
2205_2204,7988.0
2205_2219,7988.0
2205_3095,10035.0
2206_2209,4358.0
2206_3486,7470.0
2207_2217,4515.0
2207_3532,7988.0
2207_5824,4515.0
2208_1151,999999.0
2208_2216,4515.0
2208_7066,4515.0
2209_2191,4358.0
2209_2206,4358.0
2209_9037,3735.0
2210_808,999999.0
2210_2213,10035.0
2210_3049,10035.0
2211_10327,5018.0
2211_12176,6240.0
2212_12177,5258.0
2212_12253,5258.0
2213_2210,10035.0
2213_3481,5018.0
2213_9016,5018.0
2213_10449,5018.0
2214_807,999999.0
2214_3479,5018.0
2214_3482,5018.0
2215_3055,4050.0
2215_3478,4050.0
2215_7073,4050.0
2215_8340,4050.0
2216_2208,4515.0
2216_9026,4515.0
2216_12085,4515.0
2217_2207,4515.0
2217_3476,5018.0
2217_9017,5018.0
2218_806,999999.0
2218_3053,4515.0
2218_3532,4515.0
2219_2205,7988.0
2219_2220,7988.0
2219_2221,4515.0
2220_2219,7988.0
2220_2222,4515.0
2220_2226,7988.0
2220_3052,10035.0
2221_586,999999.0
2221_2219,4515.0
2221_8140,7988.0
2222_2223,7988.0
2222_8140,7988.0
2223_2222,7988.0
2223_2224,4515.0
2223_10102,7988.0
2224_2223,4515.0
2224_3167,4515.0
2224_9015,4515.0
2225_3167,7988.0
2225_9015,4515.0
2225_10102,7988.0
2226_2220,7988.0
2226_3167,999999.0
2226_8126,7988.0
2227_2228,15975.0
2227_3056,15975.0
2227_5823,5018.0
2228_2227,15975.0
2228_8916,15975.0
2228_12680,4515.0
2229_818,999999.0
2229_2230,5018.0
2229_9783,5018.0
2230_2229,5018.0
2230_2232,7988.0
2230_8916,7988.0
2230_8918,9165.0
2231_2232,15975.0
2231_5819,7988.0
2231_5821,6240.0
2231_9035,7988.0
2232_2230,7988.0
2232_2231,15975.0
2232_3525,5018.0
2232_8917,9165.0
2233_3525,5018.0
2233_3540,4515.0
2233_5818,5018.0
2234_8947,15975.0
2234_8948,15975.0
2234_11935,4515.0
2235_782,999999.0
2235_3172,5018.0
2235_8941,5018.0
2236_2237,7988.0
2236_2280,4515.0
2236_8917,9165.0
2237_2236,7988.0
2237_8915,7988.0
2237_8918,9165.0
2238_2239,5018.0
2238_8919,15975.0
2238_8920,15975.0
2239_2238,5018.0
2239_2280,5018.0
2239_5817,5018.0
2239_8914,5018.0
2240_5816,5018.0
2240_8913,4515.0
2240_8914,5018.0
2240_8927,4515.0
2241_2140,9165.0
2241_2279,7988.0
2241_8951,7988.0
2241_8953,7988.0
2242_3518,15975.0
2242_8951,7988.0
2242_12684,5018.0
2243_8920,14055.0
2243_11957,14055.0
2243_12623,4050.0
2244_2245,4050.0
2244_8933,14055.0
2244_11957,14055.0
2245_2243,14055.0
2245_2244,4050.0
2245_2246,4050.0
2246_2245,4050.0
2246_2247,4050.0
2246_10444,4358.0
2246_12623,4358.0
2247_2246,4050.0
2247_8930,4050.0
2247_8932,4050.0
2248_8927,4050.0
2248_8930,4050.0
2248_8931,4050.0
2249_3051,14055.0
2249_8934,14055.0
2250_2269,14055.0
2251_2249,14055.0
2251_2250,8715.0
2251_2253,4050.0
2252_2249,14055.0
2252_2253,4358.0
2252_10444,4358.0
2253_2251,4050.0
2253_2252,4358.0
2253_8935,4050.0
2253_8936,4358.0
2254_2255,4050.0
2254_2256,4050.0
2254_8935,4050.0
2255_2252,14055.0
2255_2254,4050.0
2255_8932,4050.0
2256_2254,4050.0
2256_8924,14055.0
2256_11954,4050.0
2257_2256,14055.0
2257_8923,4358.0
2258_2264,14055.0
2258_3522,3735.0
2258_8926,14055.0
2258_12624,4050.0
2259_5814,4515.0
2259_8910,7988.0
2259_8928,15975.0
2260_3522,5018.0
2260_8908,5018.0
2260_8910,7988.0
2260_8911,7988.0
2261_2262,18330.0
2261_2263,15975.0
2261_2273,5018.0
2261_12618,5018.0
2262_2261,18330.0
2262_5812,18330.0
2262_12618,6240.0
2263_2261,15975.0
2263_2272,7988.0
2263_8911,7988.0
2263_8912,15975.0
2264_2258,14055.0
2264_3424,5018.0
2264_8912,15975.0
2265_3368,4358.0
2265_8921,7028.0
2265_8923,4358.0
2266_2254,4050.0
2266_8925,14055.0
2267_8936,4358.0
2267_8937,14055.0
2268_2251,14055.0
2268_2267,14055.0
2268_3419,7028.0
2269_2268,14055.0
2269_3416,7028.0
2269_11956,14055.0
2270_3323,7988.0
2270_3361,4515.0
2270_8938,7028.0
2271_3424,5018.0
2271_8922,4515.0
2271_8943,5018.0
2271_8944,4515.0
2272_2263,7988.0
2272_3426,4515.0
2272_10447,15975.0
2272_11948,4515.0
2273_2261,5018.0
2273_5811,5258.0
2273_8949,4515.0
2273_11947,5018.0
2274_8941,5018.0
2274_8943,5018.0
2274_11936,7988.0
2274_12681,7988.0
2275_8945,15975.0
2275_8946,7988.0
2275_8948,15975.0
2276_3427,4733.0
2276_3539,7988.0
2276_11935,4515.0
2276_12620,4515.0
2277_3429,7988.0
2277_8891,6240.0
2277_10423,7988.0
2277_12621,4515.0
2278_2279,7988.0
2278_3172,5018.0
2278_8894,6240.0
2278_12698,7988.0
2279_758,999999.0
2279_2241,7988.0
2279_2278,7988.0
2280_2236,4515.0
2280_2239,5018.0
2280_3540,4515.0
2281_2283,6240.0
2281_8894,6240.0
2281_8895,6240.0
2281_8898,6240.0
2282_2283,5018.0
2282_8898,5018.0
2282_9121,5018.0
2283_2281,6240.0
2283_2282,5018.0
2283_8892,6240.0
2283_12699,6240.0
2284_8902,9165.0
2284_9773,7988.0
2284_12620,4515.0
2285_2325,9165.0
2285_8890,9165.0
2285_8902,9165.0
2285_10423,7988.0
2286_2287,9165.0
2286_2324,6240.0
2286_8890,9165.0
2286_8892,6240.0
2287_2286,9165.0
2287_2323,9165.0
2287_8893,9165.0
2287_12708,4515.0
2288_8893,9165.0
2288_9123,15975.0
2288_9124,7988.0
2289_1616,15975.0
2289_2290,4515.0
2289_9122,15975.0
2290_2289,4515.0
2290_3041,7988.0
2290_11892,7988.0
2291_1612,7988.0
2291_1615,4515.0
2291_2295,7988.0
2292_1619,4515.0
2292_3034,15975.0
2292_12700,15975.0
2293_1617,5018.0
2293_1620,5018.0
2293_2294,10035.0
2294_1618,5018.0
2294_2293,10035.0
2294_3513,5018.0
2294_5261,10035.0
2295_1614,7988.0
2295_2291,7988.0
2295_11894,5018.0
2295_12705,4733.0
2296_1614,7988.0
2296_1618,5018.0
2296_8888,7988.0
2296_11887,5018.0
2297_3226,4733.0
2297_8880,15975.0
2297_8884,14055.0
2297_11886,7988.0
2298_3033,15975.0
2298_8875,15975.0
2298_9055,5018.0
2299_2300,5018.0
2299_3032,7988.0
2299_8875,15975.0
2299_8883,15975.0
2300_750,999999.0
2300_2299,5018.0
2300_2302,5018.0
2301_2302,15975.0
2301_3036,15975.0
2301_8879,5018.0
2301_11879,5018.0
2302_2300,5018.0
2302_2301,15975.0
2302_8872,15975.0
2302_8873,5018.0
2303_2304,5018.0
2303_2732,5018.0
2303_8864,5018.0
2303_12724,5018.0
2304_2303,5018.0
2304_2731,5018.0
2304_8866,4515.0
2305_5465,7028.0
2305_6477,14055.0
2305_11877,5018.0
2305_12718,5018.0
2306_6479,5018.0
2306_8866,4515.0
2306_12718,5018.0
2307_2732,7988.0
2307_6543,7988.0
2307_8857,4515.0
2307_8864,5018.0
2308_2732,7988.0
2308_12725,7988.0
2308_12728,5018.0
2309_2310,7028.0
2309_2656,14055.0
2309_8872,15975.0
2309_12729,7988.0
2310_2309,14055.0
2310_2656,4358.0
2310_8863,4358.0
2310_8883,15975.0
2311_8885,5018.0
2311_9128,5018.0
2311_9129,5018.0
2312_2314,4358.0
2312_11885,4358.0
2313_2312,8715.0
2313_2314,14055.0
2313_8884,14055.0
2314_2312,4358.0
2314_2313,14055.0
2314_8848,14055.0
2314_11889,5018.0
2315_8886,10035.0
2315_8887,10035.0
2315_11887,5018.0
2316_3354,999999.0
2316_8887,10035.0
2316_8889,5018.0
2316_12711,5018.0
2317_8823,5018.0
2317_8889,5018.0
2317_12706,4515.0
2318_868,999999.0
2318_1613,4515.0
2318_12707,4515.0
2319_731,999999.0
2319_11714,4515.0
2319_12717,4515.0
2320_2321,10035.0
2320_3227,10035.0
2320_10426,4515.0
2321_2320,10035.0
2321_2322,10035.0
2321_8811,5018.0
2322_2321,10035.0
2322_2323,7988.0
2322_10420,7988.0
2323_2287,9165.0
2323_2322,7988.0
2323_2324,5018.0
2324_2286,6240.0
2324_2323,5018.0
2324_2325,4050.0
2325_2285,9165.0
2325_2324,4050.0
2325_2326,7028.0
2325_8904,6240.0
2326_2325,7028.0
2326_8809,7028.0
2326_8903,4050.0
2327_8807,7028.0
2327_8809,7028.0
2327_11914,4050.0
2327_12634,4515.0
2328_8806,4515.0
2328_8808,4515.0
2328_8903,4050.0
2328_11914,4050.0
2329_2330,4515.0
2329_3520,7988.0
2329_8805,7988.0
2329_8808,4515.0
2330_2329,4515.0
2330_2331,4515.0
2330_5800,4515.0
2331_2330,4515.0
2331_3668,7988.0
2331_5802,5018.0
2331_8813,7988.0
2332_3520,7988.0
2332_8807,7988.0
2332_8813,7988.0
2332_12635,7988.0
2333_8810,7988.0
2333_8812,4515.0
2333_12634,7988.0
2334_2110,5258.0
2334_2335,6240.0
2334_2336,5258.0
2334_10326,6240.0
2335_2334,6240.0
2335_2336,18330.0
2335_2403,18330.0
2336_2334,5258.0
2336_2335,18330.0
2336_2337,5258.0
2336_10241,18330.0
2337_2336,5258.0
2337_2338,6240.0
2337_2351,5258.0
2337_10242,6240.0
2338_2337,6240.0
2338_2339,6240.0
2338_3581,5258.0
2339_2338,6240.0
2339_2340,6240.0
2339_2403,5258.0
2340_593,999999.0
2340_2339,6240.0
2340_2343,6240.0
2341_2427,6240.0
2341_2432,5018.0
2342_8178,51728.0
2343_2340,6240.0
2343_2344,6240.0
2343_2734,5258.0
2343_3579,5258.0
2344_2343,6240.0
2344_2346,5258.0
2344_2664,6240.0
2345_2382,4733.0
2345_8148,51728.0
2346_2344,5258.0
2346_3580,5258.0
2346_11961,4515.0
2347_2348,5258.0
2347_2371,5258.0
2347_3580,5258.0
2348_2347,5258.0
2348_2349,5258.0
2348_2353,5258.0
2349_2348,5258.0
2349_2350,5258.0
2349_3579,5258.0
2350_2349,5258.0
2350_2351,5258.0
2350_3581,5258.0
2351_2337,5258.0
2351_2350,5258.0
2351_2352,5258.0
2352_2351,5258.0
2352_2353,5258.0
2352_3583,5258.0
2352_5832,5258.0
2353_2348,5258.0
2353_2352,5258.0
2353_2354,5258.0
2354_594,999999.0
2354_2353,5258.0
2354_2355,5258.0
2355_2354,5258.0
2355_2362,6240.0
2355_3582,6240.0
2355_3587,4515.0
2356_3582,6240.0
2356_3583,5258.0
2356_3589,5258.0
2356_10244,6240.0
2357_3588,5018.0
2357_3589,4515.0
2357_10518,5018.0
2358_2361,4515.0
2358_3587,4515.0
2358_3588,5018.0
2358_11962,5018.0
2359_2360,15975.0
2359_10520,15975.0
2359_10521,5018.0
2360_2359,15975.0
2360_2361,15975.0
2360_10523,15975.0
2361_2358,4515.0
2361_2360,15975.0
2361_3586,15975.0
2362_2355,6240.0
2362_2368,5018.0
2362_3585,5018.0
2363_2364,15975.0
2363_3535,15975.0
2363_3585,5018.0
2364_2363,15975.0
2364_2366,15975.0
2364_3567,5018.0
2364_3584,4515.0
2365_10359,5258.0
2365_12173,5258.0
2365_12273,5258.0
2366_2364,15975.0
2366_2367,5018.0
2366_3565,15975.0
2367_2366,5018.0
2367_2368,5018.0
2367_2383,5018.0
2368_2362,5018.0
2368_2367,5018.0
2368_3584,4515.0
2368_11963,4515.0
2369_2342,4733.0
2369_2382,4515.0
2369_8456,4515.0
2370_900,999999.0
2370_2470,4358.0
2370_2472,4358.0
2371_2347,5258.0
2371_11961,4515.0
2371_11963,4515.0
2372_2373,9165.0
2372_2383,7988.0
2372_11961,4515.0
2373_2372,9165.0
2373_3576,5258.0
2373_3577,9165.0
2374_9466,6240.0
2374_9469,5018.0
2375_2376,6240.0
2375_2665,9165.0
2375_3577,9165.0
2376_2127,6240.0
2376_2375,6240.0
2376_3372,6240.0
2376_3578,6240.0
2377_2107,5018.0
2377_2389,4515.0
2377_3573,5018.0
2377_3575,5018.0
2378_2379,5018.0
2378_3369,5018.0
2378_3574,5018.0
2379_2378,5018.0
2379_2380,5018.0
2379_3578,6240.0
2380_2379,5018.0
2380_2381,5018.0
2380_2385,4515.0
2381_2380,5018.0
2381_3576,5258.0
2381_11960,5018.0
2382_2369,4515.0
2382_9218,4515.0
2383_2367,5018.0
2383_2372,7988.0
2383_2384,7988.0
2383_11960,5018.0
2384_2383,7988.0
2384_3565,15975.0
2384_3566,7988.0
2384_3568,15975.0
2385_2380,4515.0
2385_2386,15975.0
2385_3392,15975.0
2386_2385,15975.0
2386_2387,15975.0
2386_3505,5018.0
2387_2386,15975.0
2387_2388,15975.0
2387_3574,5018.0
2388_591,999999.0
2388_2387,15975.0
2388_2389,15975.0
2389_2377,4515.0
2389_2388,15975.0
2389_3382,5018.0
2389_3506,18330.0
2390_590,999999.0
2390_3382,6240.0
2390_11959,5018.0
2391_1806,5018.0
2391_2392,6240.0
2391_5157,5018.0
2392_2391,6240.0
2392_2393,6240.0
2392_11958,5018.0
2393_1808,5018.0
2393_2392,6240.0
2393_3357,6240.0
2393_3572,5018.0
2394_2395,7988.0
2394_3563,6240.0
2394_3572,5018.0
2394_6965,24930.0
2395_586,999999.0
2395_2394,7988.0
2395_3603,7988.0
2396_2397,5018.0
2396_2399,7988.0
2396_3602,7988.0
2397_2396,5018.0
2397_3569,5018.0
2397_3570,5018.0
2398_436,999999.0
2398_1754,4358.0
2399_587,999999.0
