Node,X,Y
3162,28875.0,74032.0
3163,29146.0,74133.0
3164,29850.0,75225.0
3165,29283.0,74720.0
3166,29228.0,75630.0
3167,28830.0,75840.0
3168,30540.0,75814.0
3169,29731.0,75393.0
3170,28982.0,75695.0
3171,28959.0,75709.0
3172,29559.0,75888.0
3173,29998.0,76016.0
3174,30160.0,74826.0
3175,30167.0,74818.0
3176,30184.0,74804.0
3177,30719.0,75020.0
3178,29325.0,74482.0
3179,31735.0,75813.0
3180,29941.0,74931.0
3181,30230.0,74857.0
3182,30297.0,75022.0
3183,30082.0,75057.0
3184,30365.0,75157.0
3185,29993.0,75208.0
3186,30277.0,75519.0
3187,30665.0,75150.0
3188,30690.0,75356.0
3189,30613.0,75327.0
3190,30920.0,75503.0
3191,30722.0,75300.0
3192,30623.0,75538.0
3193,30499.0,75115.0
3194,30109.0,75150.0
3195,29693.0,74936.0
3196,29854.0,74963.0
3197,29991.0,74863.0
3198,30142.0,74594.0
3199,27667.0,76845.0
3200,29251.0,74609.0
3201,30102.0,74522.0
3202,30053.0,74574.0
3203,30037.0,74944.0
3204,30126.0,74858.0
3205,30233.0,75623.0
3206,30094.0,74779.0
3207,30135.0,74836.0
3208,29875.0,74874.0
3209,30261.0,75178.0
3210,30173.0,75058.0
3211,28792.0,74211.0
3212,28943.0,75025.0
3213,29092.0,74073.0
3214,29308.0,74330.0
3215,30187.0,74828.0
3216,30265.0,75004.0
3217,32352.0,76613.0
3218,30280.0,74802.0
3219,30087.0,74867.0
3220,30244.0,74825.0
3221,30230.0,74850.0
3222,30410.0,74913.0
3223,29939.0,75717.0
3224,30317.0,75485.0
3225,30820.0,75505.0
3226,30208.0,75758.0
3227,29998.0,76021.0
3228,29280.0,74569.0
3229,29304.0,74629.0
3230,29360.0,74609.0
3231,29389.0,74640.0
3232,29362.0,74699.0
3233,29291.0,74459.0
3234,29382.0,74534.0
3235,29331.0,74546.0
3236,29337.0,74568.0
3237,28913.0,74747.0
3238,28847.0,74762.0
3239,28909.0,74589.0
3240,28959.0,74646.0
3241,28946.0,74582.0
3242,28923.0,74636.0
3243,29046.0,74643.0
3244,29032.0,74574.0
3245,29052.0,74535.0
3246,28963.0,74888.0
3247,29006.0,74968.0
3248,29110.0,74885.0
3249,28982.0,74811.0
3250,29162.0,75061.0
3251,29204.0,75030.0
3252,29188.0,74987.0
3253,29240.0,74828.0
3254,29206.0,74892.0
3255,29261.0,74783.0
3256,29384.0,75205.0
3257,29427.0,75236.0
3258,29371.0,75252.0
3259,29417.0,75151.0
3260,29351.0,75150.0
3261,29329.0,75189.0
3262,29281.0,75127.0
3263,29290.0,75074.0
3264,29212.0,75122.0
3265,29300.0,74979.0
3266,29335.0,75000.0
3267,29362.0,74935.0
3268,29397.0,75016.0
3269,29387.0,75059.0
3270,29302.0,75030.0
3271,29453.0,75058.0
3272,29458.0,75100.0
3273,29394.0,75102.0
3274,29499.0,75086.0
3275,29505.0,75067.0
3276,29523.0,75082.0
3277,29572.0,74987.0
3278,29523.0,74912.0
3279,29532.0,74952.0
3280,29496.0,75027.0
3281,29487.0,74968.0
3282,29442.0,74989.0
3283,29374.0,74965.0
3284,29386.0,74930.0
3285,29430.0,74938.0
3286,29371.0,74890.0
3287,29323.0,74948.0
3288,29267.0,74942.0
3289,29381.0,74829.0
3290,29331.0,74887.0
3291,29334.0,74828.0
3292,29159.0,75268.0
3293,29263.0,75293.0
3294,29259.0,75238.0
3295,29268.0,75214.0
3296,29232.0,75331.0
3297,29303.0,75337.0
3298,28737.0,74077.0
3299,29041.0,74045.0
3300,30377.0,74895.0
3301,30096.0,74952.0
3302,30165.0,74846.0
3303,30192.0,74854.0
3304,30245.0,74833.0
3305,29378.0,75862.0
3306,30276.0,74477.0
3307,30265.0,74894.0
3308,30208.0,74972.0
3309,30259.0,74433.0
3310,29978.0,74337.0
3311,30270.0,74911.0
3312,30294.0,74847.0
3313,29855.0,74294.0
3314,30337.0,74950.0
3315,29825.0,74358.0
3316,30630.0,75089.0
3317,30120.0,75051.0
3318,30628.0,75092.0
3319,30198.0,75072.0
3320,30174.0,75066.0
3321,30321.0,74836.0
3322,30169.0,75085.0
3323,29363.0,75907.0
3324,30229.0,75076.0
3325,30202.0,75069.0
3326,30261.0,75028.0
3327,30284.0,75073.0
3328,30277.0,75105.0
3329,30307.0,74997.0
3330,30304.0,74955.0
3331,30319.0,75062.0
3332,30319.0,75033.0
3333,30367.0,75016.0
3334,30354.0,75054.0
3335,30331.0,75115.0
3336,31578.0,75716.0
3337,30370.0,75149.0
3338,30405.0,75046.0
3339,30458.0,75124.0
3340,30524.0,75095.0
3341,31363.0,76199.0
3342,30524.0,75005.0
3343,31505.0,76216.0
3344,30553.0,75042.0
3345,30592.0,75041.0
3346,31252.0,76458.0
3347,30097.0,74715.0
3348,30077.0,74661.0
3349,30105.0,74661.0
3350,30112.0,74650.0
3351,31148.0,76460.0
3352,30158.0,74705.0
3353,30326.0,74798.0
3354,30204.0,75858.0
3355,30132.0,74652.0
3356,30316.0,74815.0
3357,28869.0,75477.0
3358,30243.0,74627.0
3359,30310.0,74796.0
3360,28933.0,75681.0
3361,29350.0,75923.0
3362,30124.0,74609.0
3363,30151.0,74630.0
3364,30180.0,74610.0
3365,30321.0,74802.0
3366,30220.0,74541.0
3367,30318.0,74810.0
3368,29310.0,75958.0
3369,28777.0,75360.0
3370,30142.0,74454.0
3371,30312.0,74754.0
3372,28848.0,75308.0
3373,29843.0,74681.0
3374,29847.0,74739.0
3375,29876.0,74652.0
3376,29836.0,74497.0
3377,29790.0,74575.0
3378,29809.0,74540.0
3379,29839.0,74612.0
3380,29857.0,74400.0
3381,29727.0,74407.0
3382,28806.0,75475.0
3383,28853.0,75470.0
3384,29930.0,74743.0
3385,31273.0,75826.0
3386,29987.0,74799.0
3387,29499.0,75777.0
3388,29950.0,74805.0
3389,29863.0,74775.0
3390,29761.0,74753.0
3391,29231.0,74289.0
3392,28624.0,75412.0
3393,29876.0,74840.0
3394,29823.0,74848.0
3395,29772.0,74822.0
3396,30276.0,74803.0
3397,29782.0,74877.0
3398,29119.0,74520.0
3399,29915.0,74897.0
3400,29991.0,74885.0
3401,29935.0,74961.0
3402,29983.0,74937.0
3403,29865.0,74918.0
3404,29769.0,74946.0
3405,29805.0,74951.0
3406,28932.0,75685.0
3407,29758.0,74985.0
3408,29713.0,75033.0
3409,31474.0,76190.0
3410,30055.0,75265.0
3411,29894.0,75328.0
3412,30142.0,75341.0
3413,31163.0,76246.0
3414,31136.0,76296.0
3415,30290.0,74589.0
3416,29271.0,75896.0
3417,30314.0,74820.0
3418,30329.0,74814.0
3419,29276.0,75907.0
3420,29795.0,75610.0
3421,30009.0,75489.0
3422,30110.0,75573.0
3423,30002.0,75601.0
3424,29359.0,76003.0
3425,30243.0,75182.0
3426,29440.0,76042.0
3427,29594.0,76026.0
3428,30286.0,75240.0
3429,29687.0,75960.0
3430,30620.0,75115.0
3431,30632.0,75092.0
3432,30421.0,75190.0
3433,30315.0,74791.0
3434,30257.0,74815.0
3435,30317.0,74807.0
3436,30266.0,74813.0
3437,30370.0,75327.0
3438,30195.0,74826.0
3439,30193.0,74834.0
3440,30198.0,74836.0
3441,30402.0,75288.0
3442,30406.0,75323.0
3443,30436.0,75321.0
3444,30444.0,75286.0
3445,30310.0,74730.0
3446,30319.0,74815.0
3447,30245.0,75493.0
3448,30323.0,74836.0
3449,30317.0,74817.0
3450,30279.0,74816.0
3451,30305.0,74811.0
3452,30660.0,75192.0
3453,30660.0,75274.0
3454,30724.0,75364.0
3455,30305.0,74805.0
3456,30310.0,74761.0
3457,30654.0,75382.0
3458,30620.0,75389.0
3459,31998.0,76459.0
3460,30465.0,73355.0
3461,30676.0,75450.0
3462,30751.0,75394.0
3463,30235.0,74817.0
3464,30300.0,74681.0
3465,30616.0,75648.0
3466,30640.0,74750.0
3467,30922.0,75666.0
3468,31135.0,75898.0
3469,30652.0,75189.0
3470,30302.0,74700.0
3471,30710.0,75209.0
3472,30306.0,74706.0
3473,29570.0,74270.0
3474,30564.0,73392.0
3475,30251.0,74828.0
3476,28926.0,75838.0
3477,31034.0,76168.0
3478,30765.0,74835.0
3479,28911.0,75855.0
3480,30241.0,74817.0
3481,29092.0,75857.0
3482,29062.0,75906.0
3483,32208.0,76603.0
3484,31883.0,76097.0
3485,31919.0,76247.0
3486,29186.0,75855.0
3487,30510.0,73298.0
3488,30296.0,74822.0
3489,30318.0,74830.0
3490,29752.0,74624.0
3491,29598.0,74512.0
3492,29469.0,74420.0
3493,30325.0,74808.0
3494,30572.0,73318.0
3495,30241.0,74819.0
3496,30325.0,74818.0
3497,28444.0,74021.0
3498,29692.0,74797.0
3499,29709.0,74720.0
3500,29567.0,74788.0
3501,29534.0,74833.0
3502,29548.0,74924.0
3503,29612.0,74688.0
3504,29595.0,74595.0
3505,28695.0,75455.0
3506,28908.0,75442.0
3507,29011.0,74629.0
3508,29172.0,74989.0
3509,30265.0,74812.0
3510,30258.0,74813.0
3511,30263.0,74811.0
3512,30704.0,74772.0
3513,30078.0,75698.0
3514,29145.0,74515.0
3515,29137.0,74685.0
3516,29260.0,74968.0
3517,29184.0,75372.0
3518,29573.0,75853.0
3519,29600.0,75875.0
3520,29919.0,76235.0
3521,29601.0,75877.0
3522,29309.0,76047.0
3523,30565.0,73215.0
3524,30903.0,74941.0
3525,29038.0,76141.0
3526,30905.0,74927.0
3527,30900.0,74923.0
3528,30325.0,75810.0
3529,29202.0,74245.0
3530,30281.0,76048.0
3531,29011.0,75735.0
3532,28891.0,75776.0
3533,28892.0,75122.0
3534,30461.0,76307.0
3535,28440.0,75408.0
3536,30608.0,75046.0
3537,30290.0,76418.0
3538,29545.0,76062.0
3539,29569.0,76048.0
3540,29106.0,76111.0
3541,29116.0,75244.0
3542,29062.0,75292.0
3543,29075.0,75345.0
3544,29019.0,75395.0
3545,28977.0,75426.0
3546,28985.0,75397.0
3547,29070.0,75408.0
3548,29141.0,75463.0
3549,29201.0,75509.0
3550,29059.0,75487.0
3551,28785.0,74977.0
3552,28809.0,74873.0
3553,29053.0,75078.0
3554,28810.0,75181.0
3555,28879.0,75132.0
3556,28818.0,75059.0
3557,29028.0,74694.0
3558,28723.0,74893.0
3559,28797.0,74142.0
3560,28501.0,74002.0
3561,28462.0,74052.0
3562,28719.0,75676.0
3563,28858.0,75699.0
3564,30602.0,74739.0
3565,28524.0,75411.0
3566,28542.0,75481.0
3567,28491.0,75472.0
3568,28620.0,75412.0
3569,28688.0,75472.0
3570,28624.0,75519.0
3571,30590.0,74727.0
3572,28916.0,75561.0
3573,28805.0,75369.0
3574,28747.0,75406.0
3575,28847.0,75333.0
3576,28683.0,75317.0
3577,28701.0,75254.0
3578,28776.0,75304.0
3579,28518.0,75093.0
3580,28573.0,75200.0
3581,28407.0,75062.0
3582,28340.0,75280.0
3583,28336.0,75193.0
3584,28509.0,75390.0
3585,28440.0,75378.0
3586,28404.0,75416.0
3587,28360.0,75336.0
3588,28302.0,75364.0
3589,28282.0,75308.0
3590,30253.0,74784.0
3591,30250.0,74792.0
3592,30224.0,74766.0
3593,30215.0,74767.0
3594,30227.0,74760.0
3595,30230.0,74755.0
3596,30225.0,74752.0
3597,30210.0,74763.0
3598,28556.0,75550.0
3599,28542.0,75545.0
3600,28549.0,75554.0
3601,28660.0,75583.0
3602,28646.0,75573.0
3603,28756.0,75609.0
3604,30209.0,74754.0
3605,30205.0,74758.0
3606,30179.0,74751.0
3607,30184.0,74754.0
3608,30173.0,74768.0
3609,30187.0,74772.0
3610,30178.0,74773.0
3611,30152.0,74772.0
3612,30149.0,74769.0
3613,32343.0,76665.0
3614,31890.0,76910.0
3615,29789.0,73944.0
3616,30435.0,74932.0
3617,28988.0,74677.0
3618,32258.0,76535.0
3619,32115.0,76474.0
3620,31975.0,77022.0
3621,32350.0,76621.0
3622,32343.0,76663.0
3623,32426.0,76805.0
3624,32253.0,76644.0
3625,30580.0,73990.0
3626,29262.0,73591.0
3627,30440.0,74151.0
3628,30341.0,74149.0
3629,30105.0,74060.0
3630,30189.0,74115.0
3631,30190.0,74110.0
3632,29892.0,73936.0
3633,29809.0,73887.0
3634,29700.0,73840.0
3635,29439.0,73773.0
3636,31016.0,74291.0
3637,30510.0,74343.0
3638,32172.0,76716.0
3639,29343.0,73757.0
3640,29764.0,73894.0
3641,29814.0,73871.0
3642,29810.0,73870.0
3643,29852.0,75290.0
3644,30077.0,74864.0
3645,30070.0,74754.0
3646,30107.0,74816.0
3647,30267.0,74824.0
3648,30105.0,74841.0
3649,31261.0,76051.0
3650,31563.0,76345.0
3651,28983.0,74056.0
3652,30119.0,75212.0
3653,30055.0,74575.0
3654,30151.0,74794.0
3655,31317.0,76130.0
3656,31325.0,76147.0
3657,31500.0,76285.0
3658,31509.0,76295.0
3659,31504.0,76296.0
3660,32152.0,76478.0
3661,29076.0,74098.0
3662,29066.0,74086.0
3663,29079.0,74091.0
3664,29121.0,74116.0
3665,29079.0,74681.0
3666,29067.0,74689.0
3667,29075.0,74674.0
3668,29984.0,76266.0
3669,29989.0,76271.0
3670,29976.0,76276.0
3671,30005.0,76229.0
3672,29995.0,76237.0
3673,30001.0,76222.0
3674,29984.0,76140.0
3675,29983.0,76125.0
3676,29990.0,76135.0
3677,29736.0,75400.0
3678,29749.0,75380.0
3679,30010.0,74679.0
3680,30100.0,74510.0
3681,30084.0,74499.0
3682,30083.0,74500.0
3683,30175.0,74507.0
3684,30199.0,74494.0
3685,30210.0,74493.0
3686,30219.0,74497.0
3687,30153.0,74515.0
3688,30530.0,74995.0
3689,30522.0,74987.0
3690,30546.0,75002.0
3691,30900.0,75293.0
3692,30592.0,75037.0
3693,30726.0,75184.0
3694,30701.0,75179.0
3695,30704.0,75164.0
3696,30658.0,75143.0
3697,30146.0,74790.0
3698,30147.0,74784.0
3699,30155.0,74788.0
3700,30042.0,74725.0
3701,30054.0,75174.0
3702,30048.0,75171.0
3703,30055.0,75169.0
3704,30274.0,74801.0
3705,30286.0,74779.0
3706,30283.0,74734.0
3707,30280.0,74742.0
3708,30248.0,74730.0
3709,30253.0,74734.0
3710,30249.0,74739.0
3711,30244.0,74735.0
3712,30224.0,74743.0
3713,30222.0,74734.0
3714,30230.0,74726.0
3715,30225.0,74723.0
3716,30229.0,74719.0
3717,30234.0,74722.0
3718,30219.0,74741.0
3719,30211.0,74742.0
3720,30207.0,74746.0
3721,30206.0,74736.0
3722,30204.0,74751.0
3723,30199.0,74747.0
3724,30202.0,74755.0
3725,30196.0,74756.0
3726,30202.0,74743.0
3727,30205.0,74730.0
3728,30200.0,74727.0
3729,30208.0,74726.0
3730,30203.0,74723.0
3731,30186.0,74739.0
3732,30181.0,74737.0
3733,30185.0,74733.0
3734,30190.0,74735.0
3735,30160.0,74744.0
3736,30165.0,74748.0
3737,30162.0,74754.0
3738,30143.0,74747.0
3739,30121.0,74777.0
3740,30147.0,74743.0
3741,30142.0,74741.0
3742,30139.0,74744.0
3743,29763.0,74481.0
3744,30121.0,74756.0
3745,30124.0,74750.0
3746,30126.0,74760.0
3747,30133.0,74742.0
3748,30138.0,74738.0
3749,30127.0,74739.0
3750,30132.0,74735.0
3751,30138.0,74766.0
3752,30142.0,74761.0
3753,30131.0,74763.0
3754,30120.0,74769.0
3755,30124.0,74773.0
3756,30122.0,74777.0
3757,30120.0,74783.0
3758,30124.0,74788.0
3759,30126.0,74782.0
3760,30135.0,74804.0
3761,30129.0,74805.0
3762,30138.0,74803.0
3763,30132.0,74797.0
3764,30140.0,74816.0
3765,30132.0,74818.0
3766,30137.0,74823.0
3767,30135.0,74811.0
3768,30163.0,74806.0
3769,30167.0,74811.0
3770,30164.0,74819.0
3771,30220.0,74819.0
3772,30219.0,74810.0
3773,30235.0,74807.0
3774,30233.0,74794.0
3775,30259.0,74803.0
3776,30289.0,74792.0
3777,30307.0,74788.0
3778,30311.0,74782.0
3779,30309.0,74778.0
3780,30308.0,74768.0
3781,30300.0,74721.0
3782,30311.0,74722.0
3783,30299.0,74731.0
3784,30095.0,74723.0
3785,30097.0,74738.0
3786,30158.0,74731.0
3787,30154.0,74729.0
3788,30157.0,74725.0
3789,30162.0,74727.0
3790,30233.0,74715.0
3791,30224.0,74717.0
3792,30228.0,74713.0
3793,30220.0,74720.0
3794,30503.0,74185.0
3795,30870.0,74225.0
3796,30884.0,74234.0
3797,30884.0,74237.0
3798,30870.0,74248.0
3799,30522.0,74310.0
3800,30517.0,74316.0
3801,30512.0,74315.0
3802,30520.0,74306.0
3803,30733.0,73811.0
3804,30746.0,73802.0
3805,30767.0,73764.0
3806,30770.0,73752.0
3807,30773.0,73759.0
3808,30748.0,73802.0
3809,30746.0,73811.0
3810,32307.0,76563.0
3811,32395.0,76726.0
3812,32407.0,76731.0
3813,32403.0,76742.0
3814,33089.0,75464.0
3815,32430.0,76756.0
3816,32434.0,76759.0
3817,32444.0,76770.0
3818,31900.0,76920.0
3819,31877.0,76941.0
3820,32166.0,76706.0
3821,29416.0,73770.0
3822,29802.0,73873.0
3823,29803.0,73875.0
3824,29801.0,73880.0
3825,29792.0,73881.0
3826,29792.0,73878.0
3827,29786.0,73875.0
3828,29793.0,73876.0
3829,29814.0,73875.0
3830,29820.0,73892.0
3831,29819.0,73894.0
3832,29811.0,73890.0
3833,30167.0,74101.0
3834,30414.0,74142.0
3835,30402.0,74148.0
3836,30402.0,74128.0
3837,30587.0,73960.0
3838,30593.0,73941.0
3839,30589.0,73960.0
3840,30287.0,74703.0
3841,30149.0,74865.0
3842,30147.0,74850.0
3843,30145.0,74840.0
3844,30143.0,74832.0
3845,30275.0,74810.0
3846,30273.0,74802.0
3847,30340.0,75273.0
3848,30642.0,73283.0
3849,30293.0,74705.0
3850,30942.0,74930.0
3851,29962.0,75022.0
3852,29970.0,75024.0
3853,29963.0,75014.0
3854,29965.0,75014.0
3855,30276.0,74820.0
3856,30945.0,74926.0
3857,30283.0,74707.0
3858,30739.0,73118.0
3859,30311.0,74683.0
3860,30303.0,74668.0
3861,30298.0,74686.0
3862,27763.0,75269.0
3863,30238.0,74701.0
3864,30219.0,74714.0
3865,30205.0,74708.0
3866,30220.0,74694.0
3867,30142.0,74718.0
3868,30168.0,74713.0
3869,30176.0,74712.0
3870,30939.0,74870.0
3871,30098.0,74700.0
3872,30082.0,74690.0
3873,30093.0,74675.0
3874,30109.0,74685.0
3875,30117.0,74683.0
3876,30130.0,74669.0
3877,30134.0,74694.0
3878,30136.0,74681.0
3879,30128.0,74682.0
3880,30161.0,74676.0
3881,30170.0,74675.0
3882,30172.0,74661.0
3883,30177.0,74687.0
3884,30179.0,74673.0
3885,30190.0,74672.0
3886,30213.0,74654.0
3887,30231.0,74668.0
3888,30217.0,74678.0
3889,30238.0,74671.0
3890,30243.0,74679.0
3891,30241.0,74689.0
3892,30251.0,74676.0
3893,30128.0,74834.0
3894,30126.0,74825.0
3895,30125.0,74812.0
3896,30131.0,74812.0
3897,30133.0,74824.0
3898,30134.0,74833.0
3899,30142.0,74823.0
3900,30139.0,74810.0
3901,30150.0,74808.0
3902,30311.0,74691.0
3903,30152.0,74821.0
3904,30153.0,74830.0
3905,30162.0,74833.0
3906,30154.0,74834.0
3907,30162.0,74825.0
3908,30302.0,74671.0
3909,30160.0,74819.0
3910,30159.0,74813.0
3911,30159.0,74807.0
3912,30167.0,74805.0
3913,30168.0,74817.0
3914,30170.0,74828.0
3915,30178.0,74826.0
3916,30178.0,74817.0
3917,30176.0,74811.0
3918,30176.0,74805.0
3919,30184.0,74803.0
3920,30190.0,74835.0
3921,30186.0,74816.0
3922,30186.0,74819.0
3923,30187.0,74825.0
3924,30189.0,74825.0
3925,30196.0,74823.0
3926,30195.0,74817.0
3927,30194.0,74822.0
3928,30191.0,74814.0
3929,30194.0,74814.0
3930,30205.0,74822.0
3931,30208.0,74821.0
3932,30213.0,74820.0
3933,30192.0,74801.0
3934,30216.0,74820.0
3935,30191.0,74794.0
3936,30227.0,74818.0
3937,30233.0,74818.0
3938,30182.0,74796.0
3939,30177.0,74797.0
3940,30174.0,74798.0
3941,30166.0,74799.0
3942,30157.0,74801.0
3943,30149.0,74802.0
3944,30252.0,74941.0
3945,30110.0,74801.0
3946,30111.0,74808.0
3947,30180.0,74830.0
3948,30122.0,74799.0
3949,30128.0,74798.0
3950,30136.0,74796.0
3951,30147.0,74795.0
3952,30155.0,74793.0
3953,30164.0,74792.0
3954,30314.0,74809.0
3955,30173.0,74794.0
3956,30173.0,74791.0
3957,30178.0,74790.0
3958,30181.0,74789.0
3959,30182.0,74794.0
3960,31039.0,74913.0
3961,30190.0,74787.0
3962,30487.0,75154.0
3963,30249.0,74818.0
3964,30241.0,74820.0
3965,30233.0,74820.0
3966,30225.0,74822.0
3967,30217.0,74823.0
3968,30205.0,74825.0
3969,30196.0,74827.0
3970,30188.0,74828.0
3971,30171.0,74831.0
3972,30205.0,74821.0
3973,30719.0,73195.0
3974,30216.0,74819.0
3975,30224.0,74819.0
3976,30709.0,73285.0
3977,30233.0,74817.0
3978,30728.0,73358.0
3979,30241.0,74816.0
3980,30756.0,73425.0
3981,30249.0,74814.0
3982,30252.0,74815.0
3983,30258.0,74811.0
3984,30263.0,74809.0
3985,30263.0,74815.0
3986,30204.0,74818.0
3987,30203.0,74813.0
3988,30294.0,74625.0
3989,30209.0,74812.0
3990,30215.0,74811.0
3991,30216.0,74817.0
3992,30224.0,74814.0
3993,30223.0,74809.0
3994,30768.0,73421.0
3995,30758.0,73368.0
3996,30231.0,74808.0
3997,30782.0,73380.0
3998,30818.0,73440.0
3999,30239.0,74807.0
4000,30262.0,74462.0
4001,30231.0,74449.0
4002,30248.0,74805.0
4003,30206.0,74468.0
4004,30256.0,74804.0
4005,30261.0,74803.0
4006,30265.0,74802.0
4007,30273.0,74801.0
4008,30276.0,74801.0
4009,30280.0,74800.0
4010,30292.0,74811.0
4011,30290.0,74798.0
4012,30298.0,74797.0
4013,30300.0,74809.0
4014,30310.0,74808.0
4015,30303.0,74796.0
4016,30308.0,74796.0
4017,30324.0,74793.0
4018,30327.0,74805.0
4019,30322.0,74786.0
4020,30321.0,74780.0
4021,30319.0,74773.0
4022,30325.0,74768.0
4023,30312.0,74767.0
4024,30309.0,74781.0
4025,30308.0,74793.0
4026,30306.0,74783.0
4027,30304.0,74771.0
4028,30303.0,74769.0
4029,30810.0,73300.0
4030,30293.0,74770.0
4031,30294.0,74772.0
4032,30303.0,74783.0
4033,30301.0,74784.0
4034,30296.0,74784.0
4035,30297.0,74793.0
4036,30287.0,74786.0
4037,30285.0,74772.0
4038,30276.0,74773.0
4039,30838.0,73321.0
4040,30279.0,74787.0
4041,30280.0,74798.0
4042,30272.0,74798.0
4043,30881.0,73339.0
4044,30274.0,74788.0
4045,30271.0,74789.0
4046,30925.0,73300.0
4047,30875.0,73161.0
4048,30268.0,74774.0
4049,30259.0,74776.0
4050,30263.0,74790.0
4051,30254.0,74791.0
4052,30252.0,74777.0
4053,30246.0,74778.0
4054,30243.0,74778.0
4055,30245.0,74786.0
4056,30229.0,74795.0
4057,30230.0,74802.0
4058,30900.0,73193.0
4059,30225.0,74796.0
4060,29913.0,74332.0
4061,30221.0,74796.0
4062,30220.0,74790.0
4063,30225.0,74784.0
4064,30920.0,73212.0
4065,30219.0,74785.0
4066,30210.0,74784.0
4067,30211.0,74791.0
4068,30212.0,74798.0
4069,30213.0,74805.0
4070,30202.0,74807.0
4071,30201.0,74800.0
4072,30204.0,74799.0
4073,30207.0,74799.0
4074,30765.0,73320.0
4075,30205.0,74785.0
4076,30189.0,74782.0
4077,30198.0,74780.0
4078,30203.0,74780.0
4079,30203.0,74785.0
4080,30200.0,74793.0
4081,30826.0,73388.0
4082,30103.0,74792.0
4083,30121.0,74788.0
4084,30127.0,74787.0
4085,30135.0,74785.0
4086,30403.0,73555.0
4087,30485.0,73455.0
4088,30146.0,74784.0
4089,30155.0,74783.0
4090,30154.0,74780.0
4091,30156.0,74782.0
4092,30163.0,74781.0
4093,30539.0,72944.0
4094,30548.0,73448.0
4095,30171.0,74780.0
4096,30179.0,74778.0
4097,30566.0,73458.0
4098,30575.0,73564.0
4099,30284.0,74589.0
4100,30188.0,74777.0
4101,30589.0,73530.0
4102,30197.0,74776.0
4103,30548.0,72769.0
4104,30208.0,74774.0
4105,30625.0,73450.0
4106,30730.0,73455.0
4107,30216.0,74772.0
4108,30695.0,73465.0
4109,30225.0,74771.0
4110,30711.0,72471.0
4111,30233.0,74770.0
4112,30635.0,73494.0
4113,30241.0,74768.0
4114,30610.0,72739.0
4115,30690.0,73548.0
4116,30250.0,74767.0
4117,30258.0,74765.0
4118,30267.0,74764.0
4119,30275.0,74763.0
4120,30283.0,74761.0
4121,30291.0,74760.0
4122,30302.0,74758.0
4123,30310.0,74758.0
4124,30317.0,74756.0
4125,30316.0,74745.0
4126,30308.0,74746.0
4127,30300.0,74747.0
4128,30299.0,74744.0
4129,30731.0,73600.0
4130,30289.0,74749.0
4131,30281.0,74751.0
4132,30272.0,74747.0
4133,30273.0,74752.0
4134,30270.0,74753.0
4135,30265.0,74754.0
4136,30264.0,74749.0
4137,30256.0,74755.0
4138,30253.0,74756.0
4139,30248.0,74756.0
4140,30248.0,74755.0
4141,30242.0,74757.0
4142,30240.0,74758.0
4143,30231.0,74759.0
4144,30223.0,74760.0
4145,30218.0,74761.0
4146,30214.0,74762.0
4147,30214.0,74759.0
4148,30206.0,74763.0
4149,30200.0,74764.0
4150,30195.0,74765.0
4151,30195.0,74764.0
4152,30186.0,74766.0
4153,30610.0,73628.0
4154,30182.0,74767.0
4155,30178.0,74767.0
4156,30169.0,74769.0
4157,27298.0,76871.0
4158,30160.0,74767.0
4159,30161.0,74770.0
4160,30162.0,74779.0
4161,30154.0,74772.0
4162,30153.0,74772.0
4163,30150.0,74772.0
4164,30144.0,74773.0
4165,27268.0,76880.0
4166,31012.0,74947.0
4167,30134.0,74775.0
4168,30126.0,74777.0
4169,30119.0,74777.0
4170,30119.0,74772.0
4171,30117.0,74778.0
4172,30098.0,74781.0
4173,30118.0,74770.0
4174,30123.0,74769.0
4175,30132.0,74767.0
4176,30143.0,74765.0
4177,30148.0,74765.0
4178,30148.0,74762.0
4179,30158.0,74760.0
4180,30159.0,74763.0
4181,30169.0,74765.0
4182,30167.0,74761.0
4183,30172.0,74760.0
4184,30176.0,74761.0
4185,30177.0,74764.0
4186,30183.0,74759.0
4187,30184.0,74758.0
4188,30193.0,74757.0
4189,30199.0,74756.0
4190,30205.0,74755.0
4191,30206.0,74761.0
4192,30213.0,74754.0
4193,31001.0,74957.0
4194,30221.0,74753.0
4195,30222.0,74758.0
4196,30230.0,74751.0
4197,30238.0,74749.0
4198,30239.0,74755.0
4199,30240.0,74749.0
4200,30247.0,74748.0
4201,30252.0,74747.0
4202,30253.0,74751.0
4203,30254.0,74744.0
4204,30262.0,74742.0
4205,30289.0,74747.0
4206,30954.0,74934.0
4207,30312.0,74733.0
4208,30307.0,74734.0
4209,30303.0,74734.0
4210,30300.0,74731.0
4211,30305.0,74731.0
4212,30312.0,74729.0
4213,30312.0,74725.0
4214,30298.0,74732.0
4215,30951.0,74938.0
4216,30287.0,74733.0
4217,30278.0,74734.0
4218,30270.0,74736.0
4219,30267.0,74736.0
4220,30262.0,74737.0
4221,30253.0,74738.0
4222,30245.0,74740.0
4223,30237.0,74741.0
4224,30951.0,74958.0
4225,30228.0,74743.0
4226,30219.0,74744.0
4227,30216.0,74745.0
4228,30212.0,74745.0
4229,30203.0,74747.0
4230,30195.0,74748.0
4231,30192.0,74749.0
4232,30183.0,74750.0
4233,30174.0,74752.0
4234,30174.0,74753.0
4235,27425.0,77080.0
4236,30166.0,74753.0
4237,30157.0,74754.0
